ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
7270,2023-11-19 14:51:15,Intrusion,Fonder jeter long.,Élevée,En cours,Equipe Réseau
7271,2023-03-27 08:06:04,Panne matérielle,Court repas début que.,Faible,En cours,Equipe Support
7272,2024-05-01 17:49:41,Autre,Terme après toile.,Moyenne,En cours,Equipe Sécurité
7273,2024-06-07 08:13:40,Défaillance logicielle,Désormais verre son adresser.,Élevée,Ouvert,Equipe Support
7274,2023-11-13 19:26:37,Intrusion,Vouloir découvrir barbe.,Faible,Résolu,Equipe Sécurité
7275,2024-01-04 01:08:05,Panne matérielle,Dessiner éclater poussière consentir.,Faible,Résolu,Equipe Réseau
7276,2024-05-24 05:47:11,Intrusion,Quarante cela portier durer en.,Moyenne,Ouvert,Equipe Sécurité
7277,2022-09-29 03:16:57,Intrusion,Vieillard rêve barbe.,Élevée,Ouvert,Equipe Support
7278,2023-12-18 23:43:03,Intrusion,Vérité encore verser amuser.,Faible,Résolu,Equipe Support
7279,2023-06-13 15:11:23,Panne matérielle,Aide poche exprimer loi.,Élevée,Ouvert,Equipe Réseau
7280,2024-05-22 20:08:25,Défaillance logicielle,Politique lire entre avouer si.,Faible,Résolu,Equipe Support
7281,2024-02-10 21:07:35,Intrusion,Prouver demain figurer tellement.,Moyenne,En cours,Equipe Sécurité
7282,2024-03-01 20:57:45,Défaillance logicielle,Conclure bien épaule prévoir.,Faible,Résolu,Equipe Sécurité
7283,2024-07-17 15:02:00,Intrusion,Répondre amener attaquer tour puisque.,Faible,En cours,Equipe Sécurité
7284,2023-01-26 01:11:54,Panne matérielle,Planche souvent désespoir agent déclarer déclarer.,Élevée,Résolu,Equipe Réseau
7285,2024-03-18 02:31:16,Autre,Rare pourquoi ressembler accomplir apparaître.,Élevée,En cours,Equipe Sécurité
7286,2022-11-25 05:57:32,Autre,Abattre papier dormir doucement hasard seigneur.,Élevée,En cours,Equipe Réseau
7287,2023-07-17 22:40:57,Défaillance logicielle,Complet hésiter pouvoir pas tout considérer.,Moyenne,En cours,Equipe Réseau
7288,2023-06-09 12:31:24,Intrusion,Rapport regard caresser.,Élevée,Résolu,Equipe Support
7289,2023-12-29 16:05:23,Intrusion,Ou muet crainte aussitôt commun réclamer.,Faible,Résolu,Equipe Sécurité
7290,2023-03-26 22:10:04,Panne matérielle,Moindre maintenant mériter émotion épaule.,Élevée,Ouvert,Equipe Support
7291,2023-01-12 15:38:41,Panne matérielle,Apparaître muet vaincre en impossible bon.,Élevée,En cours,Equipe Réseau
7292,2023-05-31 13:36:28,Panne matérielle,Celui joie plaine vieux.,Élevée,En cours,Equipe Sécurité
7293,2024-07-09 19:27:27,Autre,Plonger haut jusque remplir.,Élevée,Ouvert,Equipe Réseau
7294,2024-03-30 14:08:43,Autre,Large sûr auquel.,Moyenne,En cours,Equipe Sécurité
7295,2023-04-11 07:05:46,Défaillance logicielle,Nord premier mois dieu placer partager.,Faible,Résolu,Equipe Réseau
7296,2023-12-11 19:50:12,Autre,Sueur confier visible cerveau.,Moyenne,En cours,Equipe Support
7297,2022-10-21 03:07:56,Panne matérielle,Debout pourtant rompre former.,Moyenne,Résolu,Equipe Sécurité
7298,2024-02-14 00:57:49,Autre,Passion connaissance troisième horizon.,Moyenne,Résolu,Equipe Réseau
7299,2024-06-01 05:33:56,Défaillance logicielle,Oncle situation élément silencieux.,Moyenne,Résolu,Equipe Support
7300,2024-05-27 03:09:18,Panne matérielle,Droite fidèle noir.,Faible,Ouvert,Equipe Support
7301,2022-08-13 09:02:18,Défaillance logicielle,Plutôt paquet voir arrière chemise cesse.,Moyenne,En cours,Equipe Sécurité
7302,2023-05-15 06:50:17,Autre,Moi garder faire objet forcer adresser franchir.,Élevée,En cours,Equipe Support
7303,2023-12-10 05:30:35,Défaillance logicielle,Aspect dix animal passage.,Faible,En cours,Equipe Réseau
7304,2022-08-25 00:45:20,Autre,Chaud étoile prier.,Élevée,En cours,Equipe Support
7305,2024-02-21 21:04:12,Autre,Puisque maladie élever.,Faible,Ouvert,Equipe Réseau
7306,2022-10-16 19:26:54,Défaillance logicielle,Milieu douceur respecter.,Moyenne,Résolu,Equipe Sécurité
7307,2023-01-01 09:11:52,Intrusion,Vif eau froid ne défendre.,Faible,Résolu,Equipe Sécurité
7308,2022-10-14 01:15:01,Panne matérielle,Sec prix existence.,Moyenne,Ouvert,Equipe Support
7309,2023-08-10 13:50:41,Autre,Exemple ville public politique mari.,Élevée,Ouvert,Equipe Sécurité
7310,2022-09-29 05:27:55,Défaillance logicielle,Meilleur terreur petit désirer riche fort.,Élevée,En cours,Equipe Sécurité
7311,2022-09-11 08:03:23,Autre,Réclamer éclater choix dont remercier.,Moyenne,Résolu,Equipe Sécurité
7312,2023-05-29 04:48:53,Intrusion,Sauter rapide monsieur dent croire mort.,Élevée,En cours,Equipe Support
7313,2023-11-23 06:50:21,Défaillance logicielle,Guère défendre voler hôtel absolu imposer.,Moyenne,En cours,Equipe Sécurité
7314,2024-07-22 08:20:57,Panne matérielle,Pauvre usage pays.,Élevée,Résolu,Equipe Réseau
7315,2024-07-03 20:06:20,Défaillance logicielle,Lisser curiosité tuer pendant fine travers.,Moyenne,Résolu,Equipe Sécurité
7316,2024-04-01 15:57:48,Intrusion,Aller théâtre signer souvenir.,Moyenne,Ouvert,Equipe Sécurité
7317,2023-03-08 20:37:14,Intrusion,Oh le impression jamais du.,Moyenne,En cours,Equipe Réseau
7318,2022-10-10 19:30:46,Autre,Abandonner erreur rester lequel.,Faible,En cours,Equipe Réseau
7319,2024-05-06 15:57:26,Défaillance logicielle,Nouveau pour divers haut.,Faible,En cours,Equipe Sécurité
7320,2023-04-27 00:17:03,Défaillance logicielle,Toucher tuer oui clef dent.,Moyenne,Résolu,Equipe Réseau
7321,2023-01-08 05:23:23,Défaillance logicielle,Dix trouver flamme aspect.,Faible,En cours,Equipe Sécurité
7322,2023-06-04 08:25:48,Autre,Fine glace vêtir.,Faible,En cours,Equipe Sécurité
7323,2023-05-15 20:12:01,Panne matérielle,Moindre planche roche oublier.,Élevée,Ouvert,Equipe Sécurité
7324,2023-11-01 06:05:45,Intrusion,Ventre envoyer propos fille réalité.,Faible,En cours,Equipe Réseau
7325,2022-08-10 17:42:45,Autre,Nous hiver joue manquer même trace.,Moyenne,Résolu,Equipe Réseau
7326,2022-10-28 18:02:03,Défaillance logicielle,Blanc esprit fait poète eaux famille.,Élevée,Résolu,Equipe Sécurité
7327,2023-08-04 12:40:12,Panne matérielle,Instinct rouge chaud pierre.,Moyenne,Ouvert,Equipe Support
7328,2023-03-07 22:42:29,Intrusion,En corps réserver garde moyen rentrer.,Élevée,Résolu,Equipe Sécurité
7329,2022-10-15 16:41:10,Intrusion,Choisir ici minute.,Moyenne,En cours,Equipe Réseau
7330,2023-05-04 09:31:11,Intrusion,Renoncer forcer complet.,Moyenne,Résolu,Equipe Support
7331,2024-02-19 13:16:38,Défaillance logicielle,Consulter palais choisir promettre pourquoi.,Élevée,Ouvert,Equipe Réseau
7332,2023-01-14 23:39:29,Panne matérielle,Pierre vers pied.,Faible,Résolu,Equipe Support
7333,2022-09-13 02:29:27,Défaillance logicielle,Chaîne appuyer pauvre.,Élevée,Résolu,Equipe Réseau
7334,2023-05-01 01:42:30,Panne matérielle,Avant permettre offrir corps garçon cheval.,Élevée,En cours,Equipe Support
7335,2023-10-28 23:33:35,Défaillance logicielle,Haut décrire chien l'un vent.,Faible,En cours,Equipe Sécurité
7336,2023-05-29 01:39:03,Intrusion,Pierre grain étoile nuit.,Moyenne,Résolu,Equipe Sécurité
7337,2022-12-08 13:15:08,Intrusion,Volonté notre retenir désirer charge herbe.,Moyenne,Ouvert,Equipe Réseau
7338,2023-08-11 13:18:23,Défaillance logicielle,Ton mariage perdre suivre adresser préférer.,Moyenne,En cours,Equipe Support
7339,2022-09-19 07:21:30,Intrusion,Cercle éloigner retrouver frapper lune.,Faible,Résolu,Equipe Support
7340,2024-02-16 21:16:16,Défaillance logicielle,Histoire pénétrer lèvre qualité risquer immobile.,Moyenne,Résolu,Equipe Sécurité
7341,2024-07-02 02:21:21,Défaillance logicielle,Partager étrange droit guère observer.,Élevée,Résolu,Equipe Sécurité
7342,2024-08-02 03:24:02,Autre,Changer également jeune plutôt époque patron.,Moyenne,En cours,Equipe Réseau
7343,2022-08-31 20:52:46,Autre,Jambe santé bientôt sac lors.,Faible,En cours,Equipe Réseau
7344,2022-11-03 02:15:25,Panne matérielle,Ce accomplir plutôt.,Élevée,Résolu,Equipe Support
7345,2024-06-06 20:06:38,Panne matérielle,Île plusieurs quartier je tromper ajouter.,Faible,Résolu,Equipe Réseau
7346,2024-03-21 00:38:21,Panne matérielle,Réveiller être plaire instinct sauter étendue.,Faible,Ouvert,Equipe Sécurité
7347,2023-09-20 01:55:26,Défaillance logicielle,Partager moyen sourd vue parfois somme.,Faible,En cours,Equipe Sécurité
7348,2024-03-27 03:57:50,Défaillance logicielle,Révéler papa désespoir.,Moyenne,Ouvert,Equipe Réseau
7349,2024-06-23 12:26:28,Défaillance logicielle,Droite ni bleu passage tuer grandir.,Moyenne,En cours,Equipe Support
7350,2023-02-03 22:16:25,Intrusion,Prévoir fête habitant bande doucement propre.,Faible,En cours,Equipe Support
7351,2024-06-15 14:36:09,Panne matérielle,Haïr mouvement vert tromper couche dominer.,Moyenne,Résolu,Equipe Support
7352,2023-05-28 12:34:21,Intrusion,Finir étage rendre.,Élevée,En cours,Equipe Sécurité
7353,2023-05-12 14:08:56,Autre,Étonner dégager roman bonheur.,Moyenne,Ouvert,Equipe Sécurité
7354,2023-07-12 15:09:18,Défaillance logicielle,Plan tracer soleil hier.,Faible,En cours,Equipe Support
7355,2023-11-26 14:03:49,Autre,Fin certain roman mine hiver parti.,Moyenne,Ouvert,Equipe Support
7356,2024-05-16 15:06:16,Intrusion,Payer rester porte.,Moyenne,Résolu,Equipe Sécurité
7357,2023-06-06 21:17:45,Intrusion,Général demeurer pont.,Élevée,Ouvert,Equipe Support
7358,2023-03-08 11:11:49,Panne matérielle,Semblable acheter longtemps.,Élevée,En cours,Equipe Sécurité
7359,2023-08-31 17:45:43,Autre,Trace enlever affaire respirer dessus faute.,Moyenne,En cours,Equipe Sécurité
7360,2023-06-04 03:06:24,Intrusion,Faim existence dans faim.,Élevée,Ouvert,Equipe Support
7361,2024-04-08 04:06:15,Intrusion,Champ réserver briser coeur inquiétude.,Élevée,Ouvert,Equipe Sécurité
7362,2022-11-05 07:14:43,Intrusion,Rang durer coup gauche.,Faible,Ouvert,Equipe Support
7363,2024-06-04 03:33:36,Autre,Passé monsieur membre voyager membre servir.,Élevée,En cours,Equipe Sécurité
7364,2024-01-04 16:21:07,Autre,Et pénétrer père oncle.,Faible,Ouvert,Equipe Support
7365,2024-03-16 05:33:40,Autre,Tandis Que rencontre fatiguer général.,Faible,Résolu,Equipe Sécurité
7366,2023-02-03 16:18:30,Panne matérielle,Marier vieux jeune oui.,Moyenne,Résolu,Equipe Support
7367,2024-05-28 04:57:40,Autre,Président mensonge lui consulter prier.,Faible,Ouvert,Equipe Réseau
7368,2023-08-30 11:30:43,Autre,Sorte guère âgé répondre son.,Faible,Résolu,Equipe Sécurité
7369,2023-08-24 10:56:41,Intrusion,Vague oser retourner.,Faible,Ouvert,Equipe Sécurité
7370,2022-09-21 03:22:47,Défaillance logicielle,Tout science devant.,Faible,Ouvert,Equipe Réseau
7371,2023-12-31 14:15:46,Défaillance logicielle,Supérieur chance vert.,Faible,Ouvert,Equipe Réseau
7372,2022-10-06 06:13:45,Intrusion,Bras que tout embrasser.,Élevée,Résolu,Equipe Support
7373,2024-06-23 16:40:05,Panne matérielle,Arrivée chaîne difficile delà.,Moyenne,En cours,Equipe Sécurité
7374,2023-12-10 02:57:48,Défaillance logicielle,Atteindre tout manquer fer lors.,Faible,En cours,Equipe Réseau
7375,2022-08-25 19:25:13,Défaillance logicielle,Présence convenir mais éviter.,Moyenne,En cours,Equipe Support
7376,2023-05-16 05:38:57,Défaillance logicielle,Rapport même cesser rapidement emporter.,Faible,Ouvert,Equipe Support
7377,2024-01-23 15:21:13,Défaillance logicielle,Dresser annoncer rose assurer.,Élevée,En cours,Equipe Support
7378,2024-03-27 01:58:53,Intrusion,Écrire printemps fusil que lisser toit.,Élevée,En cours,Equipe Réseau
7379,2024-01-16 13:35:34,Panne matérielle,Rêve quand pauvre froid ordre lien.,Élevée,Résolu,Equipe Sécurité
7380,2024-07-23 18:08:19,Intrusion,Cent parent victime inventer.,Élevée,En cours,Equipe Support
7381,2023-09-21 18:35:30,Panne matérielle,Certain très indiquer.,Moyenne,Ouvert,Equipe Sécurité
7382,2023-02-11 07:13:10,Défaillance logicielle,Dont discuter détacher.,Moyenne,Ouvert,Equipe Réseau
7383,2024-08-01 06:40:21,Intrusion,Habitude discours naturel d'autres amuser.,Faible,Résolu,Equipe Réseau
7384,2022-10-29 22:02:39,Défaillance logicielle,Entrer facile couper français.,Élevée,Résolu,Equipe Sécurité
7385,2023-02-08 11:08:06,Panne matérielle,Surprendre habiller rencontrer discuter mêler poser pencher.,Moyenne,Ouvert,Equipe Support
7386,2024-06-16 19:58:39,Intrusion,Pendre refuser chez secours.,Élevée,Ouvert,Equipe Réseau
7387,2023-11-07 15:38:49,Panne matérielle,Bois révéler droite journal.,Moyenne,Résolu,Equipe Support
7388,2023-10-31 12:46:16,Autre,Témoin hauteur autour.,Faible,Résolu,Equipe Sécurité
7389,2023-08-17 05:52:57,Panne matérielle,Époque contenir joli.,Élevée,Résolu,Equipe Support
7390,2023-03-11 13:37:57,Défaillance logicielle,Hasard témoin toi.,Moyenne,Ouvert,Equipe Sécurité
7391,2023-10-05 22:06:52,Panne matérielle,Arbre discuter remettre avoir.,Élevée,Résolu,Equipe Sécurité
7392,2023-05-29 08:08:40,Autre,Accomplir vêtir planche haut queue dehors.,Faible,Résolu,Equipe Réseau
7393,2023-12-26 10:17:58,Panne matérielle,Revenir grave paysage crise interroger.,Moyenne,Résolu,Equipe Réseau
7394,2024-05-31 22:38:51,Panne matérielle,Gloire également chercher.,Faible,Ouvert,Equipe Réseau
7395,2023-10-21 16:31:29,Autre,Remplacer révolution éclater.,Élevée,Ouvert,Equipe Sécurité
7396,2024-06-18 20:17:24,Intrusion,Fauteuil meilleur accent prononcer toujours.,Moyenne,Ouvert,Equipe Réseau
7397,2023-03-01 03:50:14,Autre,Partout transformer devoir comment.,Faible,Résolu,Equipe Support
7398,2024-05-13 12:14:24,Intrusion,Chaise intérieur reculer.,Élevée,Ouvert,Equipe Réseau
7399,2023-01-13 09:50:04,Autre,Plein robe devenir.,Faible,Ouvert,Equipe Réseau
7400,2023-06-13 13:07:58,Autre,Certain important point événement trace.,Élevée,Ouvert,Equipe Support
7401,2023-07-10 05:09:49,Autre,Attitude pouvoir erreur avec fuir.,Élevée,Résolu,Equipe Réseau
7402,2023-10-24 18:33:13,Intrusion,Abri travers bon brûler vert.,Élevée,Ouvert,Equipe Réseau
7403,2022-12-27 19:22:56,Intrusion,Complet réunir accomplir désespoir rendre genou.,Faible,Résolu,Equipe Support
7404,2023-01-15 21:31:28,Intrusion,Croix besoin vaste admettre vide haïr.,Moyenne,Ouvert,Equipe Sécurité
7405,2023-05-26 02:34:54,Panne matérielle,Fleur âgé troisième loup frère.,Élevée,Ouvert,Equipe Réseau
7406,2024-07-03 04:03:04,Intrusion,Mémoire coeur étaler service empire.,Élevée,Résolu,Equipe Support
7407,2022-10-15 23:40:02,Autre,Promettre yeux étouffer doigt former.,Moyenne,Ouvert,Equipe Réseau
7408,2023-12-02 01:55:31,Défaillance logicielle,Selon aider réel inventer debout arriver.,Élevée,Ouvert,Equipe Réseau
7409,2023-07-12 05:15:28,Défaillance logicielle,Année as fumer importer on dormir.,Moyenne,Ouvert,Equipe Support
7410,2024-03-24 15:40:56,Intrusion,Chez vif en ici âge ouvert.,Faible,Résolu,Equipe Sécurité
7411,2023-11-03 17:03:20,Panne matérielle,Pièce croire aimer.,Élevée,Résolu,Equipe Support
7412,2024-06-22 15:48:26,Défaillance logicielle,Imaginer goût seul personnage rouge attitude.,Élevée,Résolu,Equipe Réseau
7413,2023-06-06 05:56:51,Autre,Hasard rêver sérieux siège lever douter.,Élevée,Ouvert,Equipe Support
7414,2024-01-23 04:55:17,Intrusion,Danser rejoindre travail.,Moyenne,Ouvert,Equipe Sécurité
7415,2022-12-28 16:47:15,Intrusion,Certainement plaire vite goutte pas.,Faible,Résolu,Equipe Sécurité
7416,2022-12-06 10:29:26,Défaillance logicielle,Promener vague poser.,Faible,En cours,Equipe Support
7417,2023-10-05 08:58:44,Défaillance logicielle,Voiture achever lit.,Élevée,Ouvert,Equipe Sécurité
7418,2023-06-02 04:53:23,Autre,Puis connaître fait beaux toucher.,Élevée,Ouvert,Equipe Sécurité
7419,2022-09-17 00:46:35,Intrusion,Quarante vendre pencher mal dix tôt.,Moyenne,Ouvert,Equipe Sécurité
7420,2023-08-20 23:34:29,Panne matérielle,Visage faveur aimer autorité eaux.,Faible,Résolu,Equipe Réseau
7421,2022-10-19 03:49:03,Panne matérielle,Liberté agent chance aucun cabinet.,Faible,Ouvert,Equipe Réseau
7422,2023-06-25 20:37:30,Intrusion,Oiseau quinze mort nommer voyager.,Faible,Résolu,Equipe Sécurité
7423,2023-05-24 11:31:20,Intrusion,Tête droit croix an décrire sommeil.,Moyenne,Résolu,Equipe Réseau
7424,2023-10-14 16:03:19,Intrusion,Choix dernier vaste ensemble cabinet acheter.,Élevée,Ouvert,Equipe Sécurité
7425,2023-10-21 21:57:56,Autre,Naître commencement prendre ferme son appuyer.,Faible,En cours,Equipe Réseau
7426,2023-09-06 12:33:18,Autre,Chaîne creuser aussi chemise arrière.,Moyenne,Ouvert,Equipe Support
7427,2022-11-12 17:50:35,Autre,Chose frais bataille monsieur.,Élevée,En cours,Equipe Support
7428,2023-12-01 02:42:48,Autre,Prince étrange consulter boire certainement.,Moyenne,Résolu,Equipe Réseau
7429,2024-06-01 11:33:30,Défaillance logicielle,Atteindre mode asseoir d'autres descendre île.,Moyenne,En cours,Equipe Sécurité
7430,2023-04-30 18:59:07,Panne matérielle,Décrire différent regretter transformer.,Élevée,Ouvert,Equipe Support
7431,2023-05-20 12:06:21,Autre,Accompagner service ah.,Faible,Ouvert,Equipe Sécurité
7432,2023-04-11 19:41:35,Autre,Grand embrasser printemps exemple là bon.,Élevée,Résolu,Equipe Réseau
7433,2023-03-13 08:33:05,Intrusion,Mouvement tracer montrer.,Moyenne,Ouvert,Equipe Sécurité
7434,2024-02-08 17:17:53,Autre,Colon avenir inutile chasser.,Faible,Ouvert,Equipe Support
7435,2023-04-01 14:21:33,Intrusion,Queue huit reprendre cesse mode.,Faible,Résolu,Equipe Réseau
7436,2023-09-14 19:55:03,Panne matérielle,D'Autres dame consulter prêter moyen.,Moyenne,Ouvert,Equipe Réseau
7437,2022-08-19 20:20:06,Défaillance logicielle,Intelligence l'une pleurer sauter.,Élevée,Ouvert,Equipe Support
7438,2022-11-25 18:50:16,Intrusion,Conseil hasard désespoir sentir donc.,Moyenne,En cours,Equipe Réseau
7439,2024-06-23 20:03:02,Panne matérielle,Savoir mouvement nation supporter enfant.,Élevée,Résolu,Equipe Support
7440,2023-04-11 19:41:01,Autre,Garder meilleur pointe.,Élevée,Résolu,Equipe Sécurité
7441,2023-07-18 03:48:56,Défaillance logicielle,Trop peine exécuter devant grâce.,Élevée,En cours,Equipe Sécurité
7442,2023-07-14 11:05:44,Autre,Femme dire jeu dent.,Faible,Résolu,Equipe Support
7443,2023-05-29 12:47:02,Défaillance logicielle,Bientôt lorsque près vieillard lorsque grave.,Moyenne,Résolu,Equipe Réseau
7444,2023-06-28 15:38:15,Panne matérielle,Frapper moyen grâce.,Moyenne,Ouvert,Equipe Support
7445,2022-11-24 14:10:07,Défaillance logicielle,Barbe voyager passage circonstance.,Élevée,Ouvert,Equipe Réseau
7446,2022-09-18 06:33:48,Défaillance logicielle,Sourd phrase appeler petit conversation.,Moyenne,Ouvert,Equipe Support
7447,2023-11-30 04:58:49,Panne matérielle,Général quoi complet simplement étage vieil.,Faible,Résolu,Equipe Sécurité
7448,2024-01-03 09:33:57,Défaillance logicielle,Consulter expression travers fin cercle.,Moyenne,En cours,Equipe Réseau
